id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
831726801554829329,Home in East Providence · ★5.0 · 4 bedrooms · 7 beds · 2 baths,239814403,Max Henry,Providence,East Providence,41.8240757,-71.3705848,Entire home/apt,200,1,17,2023-12-10,1.82,1,174,17,STR-23-6
831746870327067181,Home in Lincoln · ★4.50 · 3 bedrooms · 4 beds · 1.5 baths,164119119,Marie,Providence,Lincoln,41.88925,-71.41171,Entire home/apt,304,2,5,2023-09-17,0.67,1,0,5,
831957461175199705,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,47475013,Hamilton,Newport,Newport,41.47869,-71.31522,Entire home/apt,313,3,0,,,15,365,0,RE.03398-STR
831996585297668213,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,47475013,Hamilton,Newport,Newport,41.4797,-71.31293,Entire home/apt,313,3,0,,,15,365,0,RE.03398-STR
832457609639488716,Home in Middletown · ★4.76 · 4 bedrooms · 4 beds · 2.5 baths,15597647,Joseph,Newport,Middletown,41.53286,-71.26931,Entire home/apt,592,2,17,2023-12-29,2.15,3,305,17,RE.03322-STR
832585003213521984,Home in Westerly · ★5.0 · 2 bedrooms · 2 beds · 2 baths,122377513,Evolve,Washington,Westerly,41.3367,-71.81588,Entire home/apt,178,2,12,2023-12-10,1.23,44,0,12,
832676541047464110,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,47475013,Hamilton,Newport,Newport,41.48027,-71.31474,Entire home/apt,313,3,1,2023-05-29,0.14,15,365,1,RE.03398-STR
832704375253644988,Condo in Newport · 1 bedroom · 2 beds · 1 bath,47475013,Hamilton,Newport,Newport,41.48156,-71.31371,Entire home/apt,156,3,0,,,15,365,0,RE.03398-STR
832729936119715709,Rental unit in Providence · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,379598601,Tanya,Providence,Providence,41.82058,-71.42349,Private room,31,3,3,2023-09-24,0.49,15,167,3,RE.02182-STR
832861954927255217,Rental unit in Providence · ★5.0 · 1 bedroom · 2 beds · 1 bath,134557536,Meade,Providence,Providence,41.84982,-71.4145602,Entire home/apt,143,1,3,2023-07-23,0.38,1,363,3,RE.04121-STR
832922156003775462,Rental unit in Newport · 1 bedroom · 2 beds · 1 bath,47475013,Hamilton,Newport,Newport,41.49919,-71.32082,Entire home/apt,156,3,0,,,15,365,0,RE.03398-STR
833258607867461766,Home in Narragansett · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,223489475,Carly,Washington,Narragansett,41.477897,-71.4392824,Entire home/apt,372,7,3,2023-09-02,0.48,129,85,3,RE.01916-STR
833275436852796834,Home in Narragansett · ★4.67 · 3 bedrooms · 3 beds · 1 bath,287469327,Sunrise Properties,Washington,Narragansett,41.38561,-71.48018,Entire home/apt,500,1,3,2023-08-12,0.55,49,108,3,
833275459130308240,Home in Narragansett · 3 bedrooms · 3 beds · 2 baths,287469327,Sunrise Properties,Washington,Narragansett,41.42795,-71.46252,Entire home/apt,458,1,1,2023-07-15,0.18,49,45,1,
833276441006315475,Home in Narragansett · 3 bedrooms · 3 beds · 3 baths,223489475,Carly,Washington,Narragansett,41.402434,-71.4842232,Entire home/apt,386,7,1,2023-07-29,0.19,129,62,1,RE.03279-STR
833348004455236725,Home in Narragansett · 4 bedrooms · 4 beds · 1.5 baths,223489475,Carly,Washington,Narragansett,41.3842818,-71.49571139999999,Entire home/apt,372,7,0,,,129,75,0,RE.03320-STR
833357067505783729,Rental unit in Providence · ★4.92 · 3 bedrooms · 3 beds · 1 bath,84744174,Sean,Providence,Providence,41.84591,-71.4214,Entire home/apt,159,2,13,2023-12-10,1.47,3,161,13,RE.00339-STR
833373662141061197,Rental unit in Providence · ★4.75 · 2 bedrooms · 3 beds · 1 bath,122377513,Evolve,Providence,Providence,41.84581,-71.4033,Entire home/apt,111,2,8,2023-10-22,0.90,44,358,8,RE.03308-STR
833381800590754546,Home in Narragansett · ★4.75 · 3 bedrooms · 4 beds · 1 bath,223489475,Carly,Washington,Narragansett,41.4965896,-71.4385866,Entire home/apt,300,7,4,2023-08-18,0.63,129,81,4,RE.03281-STR
833407980246077012,Home in Narragansett · 4 bedrooms · 5 beds · 2 baths,223489475,Carly,Washington,Narragansett,41.4368659,-71.4747624,Entire home/apt,428,7,0,,,129,64,0,RE.02918-STR
833568654791433326,Rental unit in Providence · ★4.73 · 1 bedroom · 1 bed · 1 bath,77396377,Moe,Providence,Providence,41.81618,-71.41667,Entire home/apt,87,2,49,2023-12-17,4.93,2,167,49,
833617821445429957,Rental unit in Newport · 1 bedroom · 2 beds · 1 bath,47475013,Hamilton,Newport,Newport,41.50113,-71.32137,Entire home/apt,156,3,0,,,15,365,0,RE.03398-STR
833941696532021850,Rental unit in Newport · 2 bedrooms · 4 beds · 2 baths,464048545,S,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,400,7,2,2023-08-11,0.35,1,81,2,
834011296155265007,Home in Warwick · ★5.0 · 2 bedrooms · 2 beds · 1 bath,27075542,Jen,Kent,Warwick,41.72169,-71.38255,Entire home/apt,114,2,5,2023-12-29,0.60,1,209,5,STR-23-33
834091426325742732,Rental unit in Woonsocket · 1 bedroom · 1 bed · 1 bath,203078626,Kety,Providence,Woonsocket,42.00825,-71.49377,Entire home/apt,65,2,0,,,3,334,0,RE.03402-STR
834205983879325246,Loft in Little Compton · ★4.95 · 1 bedroom · 1 bed · 1 bath,238749154,Luke,Newport,Little Compton,41.5261265,-71.17084849999999,Entire home/apt,91,2,22,2023-11-26,2.31,1,344,22,
834215465137566799,Rental unit in Newport · 2 bedrooms · 4 beds · 2 baths,47475013,Hamilton,Newport,Newport,41.50084,-71.32234,Entire home/apt,256,3,2,2023-08-13,0.41,15,365,2,RE.03398-STR
834244399723775636,Rental unit in Newport · ★5.0 · 2 bedrooms · 4 beds · 2 baths,47475013,Hamilton,Newport,Newport,41.49933,-71.32084,Entire home/apt,256,3,3,2023-12-17,0.62,15,365,3,RE.03398-SRT
834928954954861756,Cottage in Johnston · ★New · 3 bedrooms · 3 beds · 2 baths,502799122,Levy,Providence,Johnston,41.846674284274435,-71.49860798599812,Entire home/apt,140,1,0,,,1,269,0,
835567830098833007,Rental unit in Providence · ★5.0 · 2 bedrooms · 2 beds · 1 bath,327203578,Katie,Providence,Providence,41.81659,-71.43155,Entire home/apt,191,3,28,2023-12-28,3.09,1,349,28,RE.04643-STR
835662500574883781,Home in Bristol · ★5.0 · 1 bedroom · 2 beds · 1 bath,502962229,Nicole,Bristol,Bristol,41.7086869,-71.254158,Entire home/apt,221,3,15,2023-11-06,1.77,2,136,15,
835748657058826646,Home in Jamestown · 4 bedrooms · 4 beds · 3.5 baths,21360888,Duval,Newport,Jamestown,41.50088,-71.36866,Entire home/apt,929,30,2,2023-09-30,0.47,1,31,2,RE.02737-STR
836354075469082358,Home in Narragansett · 8 bedrooms · 8 beds · 3 baths,287469327,Sunrise Properties,Washington,Narragansett,41.3967337518589,-71.47770755362191,Entire home/apt,600,1,0,,,49,46,0,
837106307326747406,Home in South Kingstown · 3 bedrooms · 3 beds · 2 baths,32567581,Amanda,Washington,South Kingstown,41.48082,-71.52187,Entire home/apt,300,2,2,2023-08-06,0.36,2,336,2,RE.02747-STR
837538914056773579,Home in Jamestown · 4 bedrooms · 4 beds · 2 baths,4344766,Savania,Newport,Jamestown,41.48832,-71.37867,Entire home/apt,850,7,0,,,1,362,0,
837623629774909700,Condo in Newport · ★5.0 · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,137,2,3,2023-10-03,0.42,10,265,3,
837623836556063545,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,135,2,1,2023-10-20,0.41,10,265,1,
837623838498567514,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,135,2,1,2023-05-10,0.13,10,265,1,
837623866868415239,Condo in Newport · ★4.0 · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,137,2,3,2023-09-15,0.33,10,265,3,
837623939729947934,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4902895,-71.3199932,Entire home/apt,137,2,2,2023-10-18,0.70,10,264,2,
837624336104957539,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4824472,-71.3146845,Entire home/apt,126,2,1,2023-05-26,0.14,10,238,1,
837624345106941176,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4824472,-71.3146845,Entire home/apt,126,2,2,2023-05-20,0.22,10,238,2,
837624348091350528,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4824472,-71.3146845,Entire home/apt,126,2,0,,,10,238,0,
837624752732974153,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4824472,-71.3146845,Entire home/apt,126,2,1,2023-06-03,0.14,10,238,1,
837625130597017867,Condo in Newport · 2 bedrooms · 4 beds · 2 baths,411546857,Anna,Newport,Newport,41.4824472,-71.3146845,Entire home/apt,126,2,2,2023-05-18,0.22,10,238,2,
837652093584221006,Rental unit in Newport · ★4.95 · 1 bedroom · 1 bed · 1 bath,31853384,Jay,Newport,Newport,41.48034467471892,-71.31446432322264,Entire home/apt,144,2,44,2023-12-25,5.10,5,236,44,
838366793480196135,Rental unit in Newport · ★5.0 · 2 bedrooms · 3 beds · 1 bath,498868630,Vitaly,Newport,Newport,41.49176,-71.31312,Entire home/apt,257,2,7,2023-11-12,1.03,13,0,7,
838378250541848659,Home in Narragansett · ★4.50 · 3 bedrooms · 4 beds · 1 bath,223489475,Carly,Washington,Narragansett,41.3875553,-71.48120879999999,Entire home/apt,386,7,4,2023-08-19,0.67,129,22,4,RE.03256-STR
838482702448414502,Home in Narragansett · 8 bedrooms · 9 beds · 3.5 baths,223489475,Carly,Washington,Narragansett,41.3927708,-71.4716088,Entire home/apt,714,7,2,2023-10-02,0.31,129,308,2,RE.00153-STR
838616321524773602,Rental unit in East Providence · ★4.82 · 3 bedrooms · 3 beds · 1 bath,503601524,Adrian,Providence,East Providence,41.81363,-71.37709,Entire home/apt,138,2,33,2023-12-27,3.52,1,89,33,
838756010956322680,Home in Newport · 3 bedrooms · 4 beds · 2 baths,503629942,Peter,Newport,Newport,41.4738675,-71.3191808,Entire home/apt,495,30,0,,,1,211,0,
839832353546665067,Home in Westerly · ★5.0 · 4 bedrooms · 8 beds · 2 baths,158181035,Fernanda,Washington,Westerly,41.39418,-71.74785,Entire home/apt,654,2,6,2023-10-22,1.02,2,354,6,
840321311012925788,Home in Providence · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,68436831,Lorna,Providence,Providence,41.84709,-71.39355,Private room,52,1,64,2023-12-17,6.83,2,88,64,RE.03872-STR
840321316800611724,Home in Providence · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,68436831,Lorna,Providence,Providence,41.8460334,-71.3943823,Private room,57,1,68,2023-12-14,7.08,2,87,68,RE.03872-STR
841044024455692937,Home in Westerly · ★5.0 · 2 bedrooms · 5 beds · 1 bath,292227998,Amy,Washington,Westerly,41.324486,-71.8164,Entire home/apt,460,3,18,2023-10-15,1.88,1,52,18,RE.03487-STR
841098340042341924,Tiny home in North Kingstown · ★4.97 · 1 bedroom · 1 bed · 1 bath,10417885,Kerri,Washington,North Kingstown,41.563135,-71.45087749999999,Entire home/apt,89,2,29,2023-10-29,3.58,2,0,29,RE.03889-STR
841214820549755308,Rental unit in Newport · ★4.0 · 2 bedrooms · 3 beds · 1 bath,498868630,Vitaly,Newport,Newport,41.49011,-71.31264,Entire home/apt,300,2,4,2023-08-06,0.41,13,119,4,
841427994325384453,Home in South Kingstown · ★5.0 · 1 bedroom · 1 private bath,209285927,Dan,Washington,South Kingstown,41.435446,-71.49488939999999,Private room,190,1,35,2023-10-28,4.34,1,360,35,04866-STR
841477223289585455,Rental unit in Cranston · 2 bedrooms · 2 beds · 1 bath,385582342,Matthew,Providence,Cranston,41.76668,-71.43567,Entire home/apt,85,31,1,2023-06-20,0.15,3,88,1,
841544944642678005,Rental unit in Providence · 2 bedrooms · 2 beds · 1 bath,188150530,Michelle,Providence,Providence,41.7978259,-71.4126084,Entire home/apt,175,3,0,,,1,364,0,
841825251978976102,Rental unit in Bristol · ★5.0 · Studio · 1 bed · 1 bath,504275971,Jane,Bristol,Bristol,41.68536,-71.2646,Entire home/apt,193,3,7,2023-10-11,1.07,1,204,7,
841936750461792265,Home in Narragansett · 2 bedrooms · 5 beds · 1 bath,279216215,Maria,Washington,Narragansett,41.3650459,-71.487655,Entire home/apt,450,3,0,,,1,356,0,
841973570494565741,Home in South Kingstown · 3 bedrooms · 3 beds · 3 baths,480599156,Robert,Washington,South Kingstown,41.4608135,-71.45421689999999,Entire home/apt,395,3,2,2023-08-06,0.33,2,197,2,RE.00204-STR
841991585537121175,Home in Narragansett · 5 bedrooms · 5 beds · 2 baths,223489475,Carly,Washington,Narragansett,41.37377,-71.49582,Entire home/apt,472,7,0,,,129,50,0,RE.03251-STR
842012741440873566,Tiny home in South Kingstown · ★5.0 · 1 bedroom · 3 beds · 1 bath,42799869,Megan,Washington,South Kingstown,41.38501,-71.52678,Entire home/apt,256,1,30,2023-12-19,7.56,1,336,30,RE.04067-STR
842044052938422572,Rental unit in Bristol · ★4.93 · 1 bedroom · 1 bed · 1 bath,24541686,Matt,Bristol,Bristol,41.67157,-71.27921,Entire home/apt,163,2,14,2023-11-12,1.54,1,79,14,220836
842255925621812990,Rental unit in Providence · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,379598601,Tanya,Providence,Providence,41.82093,-71.42328,Private room,33,3,7,2023-12-21,0.92,15,145,7,RE.02182-STR
842651556100752438,Home in North Kingstown · ★5.0 · 3 bedrooms · 3 beds · 2 baths,124997485,Kyle,Washington,North Kingstown,41.57088,-71.49648,Entire home/apt,242,4,35,2023-12-27,3.56,1,356,35,
842708762598138067,Condo in Newport · ★4.88 · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4897259,-71.3162722,Entire home/apt,130,2,8,2023-11-26,0.86,46,254,8,
842708845406042328,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.48892,-71.3200485,Entire home/apt,130,2,2,2023-04-08,0.22,46,266,2,
842708949524464584,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4897259,-71.3162722,Entire home/apt,121,2,2,2023-04-28,0.23,46,267,2,
842709060177581135,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4889024,-71.3201891,Entire home/apt,130,2,2,2023-12-09,0.24,46,267,2,
842709160266787034,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4889024,-71.3201891,Entire home/apt,130,2,1,2023-04-14,0.11,46,267,1,
842730537719765014,Home in South Kingstown · ★4.75 · 2 bedrooms · 3 beds · 1 bath,504474300,Montura,Washington,South Kingstown,41.3852646,-71.5269325,Entire home/apt,250,3,8,2023-09-14,1.08,1,168,8,218836
842825326198020169,Home in South Kingstown · ★5.0 · 4 bedrooms · 5 beds · 2 baths,505046898,Kristin,Washington,South Kingstown,41.3948542,-71.5297611,Entire home/apt,299,4,6,2023-08-14,0.97,1,18,6,
843352959134524577,Home in East Greenwich · 4 bedrooms · 4 beds · 2.5 baths,4991767,Masha & Fish,Kent,East Greenwich,41.63282,-71.4998,Entire home/apt,329,5,1,2023-07-24,0.19,1,111,1,
843376558394108978,Home in Warwick · 3 bedrooms · 3 beds · 2.5 baths,80817773,Basty,Kent,Warwick,41.69793,-71.42864,Entire home/apt,399,2,2,2023-11-05,0.37,4,144,2,
843478532134760847,Home in South Kingstown · ★5.0 · 3 bedrooms · 3 beds · 1 bath,504624653,Jennifer,Washington,South Kingstown,41.4695355,-71.450321,Entire home/apt,229,3,4,2023-08-12,0.71,1,49,4,RE.03661-STR
843647211528550628,Home in Portsmouth · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,504665973,Don & Christine,Newport,Portsmouth,41.61328,-71.24952,Private room,100,2,31,2023-10-01,3.91,1,77,31,
843717964064929314,Home in East Greenwich · ★4.87 · 2 bedrooms · 2 beds · 1 bath,166664833,Scott,Kent,East Greenwich,41.6607,-71.44835,Entire home/apt,225,3,15,2023-12-29,1.70,2,307,15,
844044676708297947,Rental unit in Newport · ★4.25 · 1 bedroom · 1 bed · 1 bath,498868630,Vitaly,Newport,Newport,41.4909928,-71.31195699999999,Entire home/apt,216,2,11,2023-11-05,1.27,13,0,11,
844088207910061052,Rental unit in Newport · ★4.17 · 2 bedrooms · 3 beds · 1 bath,498868630,Vitaly,Newport,Newport,41.4879992,-71.3127658,Entire home/apt,293,2,6,2023-09-16,0.64,13,113,6,
844171626085291764,Home in Providence · ★4.60 · 5 bedrooms · 4 beds · 2 baths,483064012,Sunte,Providence,Providence,41.78894,-71.39658,Entire home/apt,238,2,10,2023-10-31,1.02,1,90,10,RE.03254-STR
844194265546133309,Home in Newport · ★4.25 · 2 bedrooms · 3 beds · 1 bath,498868630,Vitaly,Newport,Newport,41.48973,-71.3121,Entire home/apt,244,2,8,2023-08-16,0.83,13,122,8,
844240357707527824,Rental unit in Newport · 2 bedrooms · 4 beds · 2 baths,243470944,Resort Stay,Newport,Newport,41.4824986,-71.31470209999999,Entire home/apt,312,2,2,2023-11-12,0.27,1,0,2,
844251982149714524,Home in Tiverton · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,231312650,Karen,Newport,Tiverton,41.67235,-71.18399,Entire home/apt,195,2,18,2023-11-12,1.89,1,0,18,
844528639612200713,Home in East Providence · ★4.40 · 3 bedrooms · 4 beds · 2.5 baths,122377513,Evolve,Providence,East Providence,41.7716,-71.36521,Entire home/apt,230,2,15,2023-09-24,2.01,44,353,15,
845295701647091249,Home in Narragansett · ★5.0 · 2 bedrooms · 4 beds · 1 bath,499143259,Evelyn,Washington,Narragansett,41.39021,-71.48401,Entire home/apt,250,7,5,2023-09-04,0.85,1,212,5,RE.04153-STR
845527254499770673,Hotel in Newport · 1 bedroom · 2 beds · 1 private bath,66506549,Ryan,Newport,Newport,41.49007,-71.32074,Private room,200,2,0,,,4,89,0,
845695053463360467,Home in Newport · 4 bedrooms · 4 beds · 2.5 baths,163454596,John,Newport,Newport,41.4899764,-71.3123024,Entire home/apt,336,30,0,,,1,212,0,
846183276961451020,Rental unit in Narragansett · ★4.78 · 2 bedrooms · 3 beds · 1 bath,41367648,AMPM Property Management,Washington,Narragansett,41.39162,-71.47545,Entire home/apt,250,2,23,2023-10-08,2.74,8,167,23,RE.02671-STR
846313580926260599,Home in New Shoreham · ★5.0 · 1 bedroom · 1 bed · 1 bath,467958068,Joe,Washington,New Shoreham,41.15318,-71.58379,Entire home/apt,200,3,4,2023-09-21,0.74,4,181,4,
846918442800661718,Home in Narragansett · 4 bedrooms · 6 beds · 2 baths,223489475,Carly,Washington,Narragansett,41.4800494,-71.42137869999999,Entire home/apt,686,7,0,,,129,36,0,RE.02071-STR
846989868019036105,Home in Narragansett · ★3.67 · 4 bedrooms · 4 beds · 2 baths,197108477,Ann OBrien,Washington,Narragansett,41.4806805,-71.42629529999999,Entire home/apt,384,7,3,2023-08-05,0.51,45,208,3,
847180244869845382,Rental unit in Providence · ★5.0 · 1 bedroom · 1 bed · 1 bath,156244812,Annette,Providence,Providence,41.8287336,-71.4122177,Entire home/apt,162,3,22,2023-11-17,2.53,2,253,22,
848463339571222031,Guest suite in Newport · ★4.90 · 1 bedroom · 1 bed · 1 bath,505672910,Daniel,Newport,Newport,41.49132,-71.2988,Entire home/apt,400,2,10,2023-10-08,1.67,1,151,10,RE. 03881-STR
848501282441694003,Rental unit in Newport · ★4.13 · 1 bedroom · 1 bed · 1 bath,498868630,Vitaly,Newport,Newport,41.4909928,-71.31195699999999,Entire home/apt,198,2,15,2023-10-16,1.72,13,122,15,
848579601104079144,Rental unit in Newport · ★4.11 · 4 bedrooms · 5 beds · 2 baths,498868630,Vitaly,Newport,Newport,41.48704,-71.31297,Entire home/apt,555,2,9,2023-11-26,1.10,13,120,9,
849190627150039143,Rental unit in Providence · ★5.0 · 2 bedrooms · 2 beds · 1 bath,18510360,Kevin Love,Providence,Providence,41.8364249,-71.4031119,Entire home/apt,165,3,20,2023-11-25,2.31,1,8,20,RE.03873-STR
849948882668955227,Home in Narragansett · ★5.0 · 3 bedrooms · 3 beds · 2 baths,209601281,Kelly,Washington,Narragansett,41.48166399999999,-71.437393,Entire home/apt,350,7,6,2023-08-26,0.98,1,176,6,RE-04378-STR
850039767770274238,Rental unit in Newport · 2 bedrooms · 2 beds · 1.5 shared baths,39021895,Stay,Newport,Newport,41.4952,-71.31933,Private room,125,30,0,,,45,303,0,
850042211930245869,Home in Charlestown · ★5.0 · 4 bedrooms · 4 beds · 1 bath,490834409,Benjamin,Washington,Charlestown,41.37279,-71.63286,Entire home/apt,274,3,6,2023-10-01,0.95,1,105,6,RE.02292-STR
850546813462822739,Tiny home in South Kingstown · ★4.89 · 2 bedrooms · 3 beds · 1 bath,37806588,Mimi,Washington,South Kingstown,41.46865,-71.51363,Entire home/apt,225,5,19,2023-09-07,2.39,1,203,19,2-4822-7273
850597041927602012,Home in Providence · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,441963339,Mayra,Providence,Providence,41.8131209,-71.4170649,Private room,39,3,10,2023-11-15,1.08,2,218,10,
850748323788298929,Home in Portsmouth · ★5.0 · 3 bedrooms · 5 beds · 2 baths,328860444,Kip,Newport,Portsmouth,41.5985474,-71.313474,Entire home/apt,250,2,4,2023-11-25,0.59,1,361,4,
850772543543804280,Home in South Kingstown · ★5.0 · 5 bedrooms · 5 beds · 5 baths,64108222,Meg,Washington,South Kingstown,41.3991,-71.55014,Entire home/apt,740,6,4,2023-09-04,0.77,6,87,4,RE.04423-STR
850789563323442617,Home in Providence · 2 bedrooms · 1 bed · 2 baths,461073611,Stephanie,Providence,Providence,41.85175,-71.44609,Private room,44,1,0,,,1,279,0,
851361611945160108,Hotel in Newport · 2 bedrooms · 3 beds · 2 baths,243023827,Stephen,Newport,Newport,41.49061,-71.31976,Private room,799,4,1,2023-07-27,0.19,1,11,1,
851439941910903160,Home in Newport · 4 bedrooms · 7 beds · 3 baths,231325137,Jamie,Newport,Newport,41.45981039999999,-71.3084398,Entire home/apt,898,31,0,,,2,93,0,
851449924835456367,Home in Providence · 4 bedrooms · 4 beds · 2 baths,418030140,Gilbert,Providence,Providence,41.84909,-71.43442,Entire home/apt,1100,1,0,,,1,364,0,
851487010290274673,Rental unit in Middletown · ★4.82 · 1 bedroom · 1 bed · 1 bath,506294707,Raf,Newport,Middletown,41.5083922,-71.2782103,Entire home/apt,150,2,11,2023-11-26,1.38,1,243,11,STR 697
851503325369069762,Home in Narragansett · ★4.25 · 3 bedrooms · 3 beds · 2 baths,187382668,Dana,Washington,Narragansett,41.3874435,-71.4876251,Entire home/apt,225,5,4,2023-09-04,0.76,8,214,4,
851509605693987474,Home in South Kingstown · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,15200736,Ainsley,Washington,South Kingstown,41.4451,-71.50226,Private room,136,2,10,2023-10-01,1.30,2,258,10,
851511215111126839,Home in Narragansett · 4 bedrooms · 5 beds · 2.5 baths,223489475,Carly,Washington,Narragansett,41.4734062,-71.43443549999999,Entire home/apt,600,7,1,2023-08-05,0.20,129,78,1,RE.01006-STR
851521267548552739,Rental unit in Providence · ★4.21 · 2 bedrooms · 2 beds · 1 bath,289732087,Maria,Providence,Providence,41.80039,-71.40807,Entire home/apt,93,2,18,2023-12-27,1.91,2,0,18,
852922735658996033,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,2,0,,,46,324,0,
852923258869562693,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,2,1,2023-12-14,1,46,322,1,
852923363442774610,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,2,0,,,46,324,0,
852923466630863320,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,2,0,,,46,324,0,
852923633770575101,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,2,1,2023-05-13,0.13,46,325,1,
852923660007576253,Condo in Jamestown · ★5.0 · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,1,3,2023-10-08,0.39,17,323,3,
852923759297705214,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,1,0,,,17,325,0,
852923843371946872,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,1,0,,,17,324,0,
852923937736420051,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,1,0,,,17,324,0,
852924121502469835,Condo in Jamestown · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Jamestown,41.5016343,-71.364345,Entire home/apt,96,1,0,,,17,325,0,
852924837389425608,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,2,1,2023-05-22,0.13,46,235,1,
852925064789925972,Condo in Newport · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,1,1,2023-12-04,1,17,231,1,
852925163859380887,Condo in Newport · ★5.0 · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,2,6,2023-12-10,0.83,46,205,6,
852925268218772276,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,2,0,,,46,233,0,
852925340977267463,Condo in Newport · 1 bedroom · 2 beds · 1 bath,482174715,Suite Life,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,2,1,2023-11-26,0.86,46,235,1,
852925522145871704,Condo in Newport · ★5.0 · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,1,3,2023-11-19,0.40,17,235,3,
852925601656022403,Condo in Newport · ★4.25 · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,1,4,2023-09-26,0.57,17,235,4,
852925883629405121,Condo in Newport · 1 bedroom · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Newport,Newport,41.4836701,-71.3147924,Entire home/apt,117,1,2,2023-09-09,0.27,17,235,2,
