id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10262,Home in Glocester · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,35244,Paula,Providence,Glocester,41.86683,-71.72481,Private room,65,1,37,2017-08-31,0.31,1,28,0,
15373,Home in Narragansett · ★4.83 · 13 bedrooms · 11 beds · 1.5 baths,60209,Brian,Washington,Narragansett,41.3919,-71.47568,Entire home/apt,475,7,6,2021-08-05,0.14,1,364,0,205978
50791,Rental unit in Providence · ★4.88 · 2 bedrooms · 2 beds · 2 baths,233834,Martina,Providence,Providence,41.81488,-71.43021,Entire home/apt,192,2,86,2023-10-08,0.53,3,269,3,RE.03989-STR
50817,Rental unit in Pawtucket · ★4.72 · 2 bedrooms · 3 beds · 1 bath,233965,Nancy,Providence,Pawtucket,41.88744,-71.35353,Entire home/apt,93,3,162,2023-11-28,1.01,1,0,6,"Reference ID #202912, Order ID #49951976"
51583,Rental unit in Providence · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,237379,Chip,Providence,Providence,41.81244,-71.42076,Private room,66,2,433,2023-12-11,2.70,6,86,17,
54963,Rental unit in Providence · ★4.90 · 2 bedrooms · 2 beds · 2 baths,233834,Martina,Providence,Providence,41.8163,-71.42956,Private room,78,2,120,2023-08-26,0.75,3,264,5,RE.03989-STR
55417,Rental unit in Providence · ★4.80 · 1 bedroom · 1 bed · 1 bath,236166,Marie,Providence,Providence,41.82226,-71.40092,Entire home/apt,125,2,46,2023-07-13,0.29,6,47,3,RE.02707-STR
55464,Home in South Kingstown · ★4.94 · 3 bedrooms · 4 beds · 1 bath,262000,Kathy,Washington,South Kingstown,41.46965,-71.44939,Entire home/apt,429,1,120,2023-10-29,0.86,1,0,9,212092
84167,Rental unit in East Providence · ★4.89 · 2 bedrooms · 2 beds · 1 bath,148703,Michael,Providence,East Providence,41.82666,-71.37689,Entire home/apt,112,2,473,2023-12-26,3.06,2,157,37,"STR-23-4, RE.00545-STR"
106617,Guesthouse in Little Compton · ★4.89 · 4 bedrooms · 6 beds · 1 bath,357017,Catherine,Newport,Little Compton,41.47548,-71.17867,Entire home/apt,275,7,61,2023-07-01,0.40,1,213,1,
111464,Farm stay in Tiverton · ★4.95 · 2 bedrooms · 3 beds · 1 bath,570818,Kristin,Newport,Tiverton,41.5669,-71.18512,Entire home/apt,271,2,208,2023-10-27,1.36,7,0,12,RE.01075-STR
152851,Bed and breakfast in Newport · ★4.90 · 1 bedroom · 1 bed · 1 private bath,735167,Patricia,Newport,Newport,41.49218,-71.31613,Private room,275,2,72,2023-09-03,0.48,3,207,4,
158239,Bed and breakfast in Newport · ★4.96 · 1 bedroom · 1 bed · 1 private bath,735167,Patricia,Newport,Newport,41.49414,-71.31493,Private room,250,2,102,2023-10-22,0.72,3,0,14,
158240,Bed and breakfast in Newport · ★4.97 · 1 bedroom · 1 bed · 1 private bath,735167,Patricia,Newport,Newport,41.49342,-71.31646,Private room,250,2,103,2023-10-22,0.74,3,0,17,
345617,Rental unit in Newport · ★4.80 · 1 bedroom · 1 bed · 1 bath,1644425,Nicholas,Newport,Newport,41.48791,-71.30166,Entire home/apt,369,30,95,2023-09-22,0.94,8,365,2,None needed
345618,Chalet in Newport · ★4.97 · 8 bedrooms · 1 bed · 8.5 baths,1644425,Nicholas,Newport,Newport,41.48733,-71.3063,Entire home/apt,3714,30,29,2023-09-11,0.22,8,365,1,None needed
393859,Condo in Newport · ★4.79 · 1 bedroom · 2 beds · 1 bath,1969219,Jeffrey,Newport,Newport,41.49305,-71.30635,Entire home/apt,119,30,52,2023-06-23,0.50,1,365,2,
402081,Home in Newport · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,1644425,Nicholas,Newport,Newport,41.50015,-71.3069,Private room,232,3,17,2023-08-06,0.12,8,330,1,293
402131,Chalet in Newport · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1644425,Nicholas,Newport,Newport,41.48714,-71.30525,Private room,207,2,6,2023-10-09,0.04,8,61,2,None needed
416234,Rental unit in Newport · ★4.76 · 1 bedroom · 4 beds · 1 shared bath,565135,Pamela,Newport,Newport,41.46853,-71.31479,Private room,89,1,269,2023-11-05,1.90,2,158,23,
422731,Rental unit in Providence · ★4.82 · 1 bedroom · 1 bed · 1 private bath,237379,Chip,Providence,Providence,41.81244,-71.42076,Private room,76,2,424,2023-11-05,3.00,6,262,20,1424
425434,Rental unit in Newport · ★4.94 · 1 bedroom · 1 bed · 1 bath,2115279,Michael,Newport,Newport,41.49407,-71.3103,Private room,91,2,336,2023-10-23,3.29,1,0,23,
457581,Home in Providence · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,1577918,Greg,Providence,Providence,41.80951,-71.45675,Private room,54,1,70,2023-09-25,0.51,2,82,10,
508240,Home in Narragansett · ★4.92 · 5 bedrooms · 5 beds · 3 baths,2504818,John,Washington,Narragansett,41.48494,-71.43379,Entire home/apt,381,3,63,2023-08-27,0.60,1,141,5,201901
543501,Townhouse in Narragansett · 3 bedrooms · 4 beds · 2.5 baths,2672012,Joan,Washington,Narragansett,41.43275451660156,-71.45790100097656,Entire home/apt,496,30,0,,,10,144,0,
573164,Rental unit in Narragansett · ★4.69 · 3 bedrooms · 4 beds · 1 bath,2672012,Joan,Washington,Narragansett,41.42437,-71.46865,Entire home/apt,421,2,36,2023-08-31,0.26,10,211,6,
577322,Farm stay in Saunderstown · ★4.86 · 1 bedroom · 1 bed · 1 bath,2839205,Mo,Washington,North Kingstown,41.50368,-71.42609,Entire home/apt,139,2,587,2023-11-03,4.21,4,0,35,
584884,Townhouse in Narragansett · ★4.18 · 3 bedrooms · 3 beds · 1 bath,2672012,Joan,Washington,Narragansett,41.39938,-71.46875,Entire home/apt,347,2,23,2023-08-27,0.17,10,190,6,
697241,Home in Providence · ★4.96 · 2 bedrooms · 2 beds · 1 private bath,3571844,Pat,Providence,Providence,41.8472,-71.39615,Private room,66,2,283,2023-12-06,2.07,1,0,22,RE01563-STR
710196,Rental unit in Warren · ★4.89 · 1 bedroom · 1 bed · 1 bath,2982802,Paula,Bristol,Warren,41.7276,-71.28333,Entire home/apt,104,7,210,2023-10-28,1.54,1,189,12,RE.00977-STR
715524,Townhouse in Newport · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,3686343,Ray,Newport,Newport,41.49649,-71.3197,Private room,35,60,62,2021-10-10,0.52,4,118,0,
733149,Home in Narragansett · ★4.43 · 2 bedrooms · 2 beds · 1 bath,2672012,Joan,Washington,Narragansett,41.42257,-71.48139,Entire home/apt,59,2,28,2023-08-14,0.21,10,271,7,
753812,Home in Providence · ★5.0 · 6 bedrooms · 10 beds · 2.5 baths,146281658,Brodie,Providence,Providence,41.80951,-71.45675,Entire home/apt,582,3,12,2023-10-09,0.22,3,159,2,
884639,Rental unit in Bristol · ★4.95 · 2 bedrooms · 3 beds · 1.5 baths,4686288,Beth,Bristol,Bristol,41.66744,-71.27548,Entire home/apt,291,2,59,2023-09-16,0.51,1,123,10,RE.00620-STR
901270,Rental unit in BLOCK ISLAND · ★4.91 · 2 bedrooms · 3 beds · 1 bath,4079479,Arnie,Washington,New Shoreham,41.17102,-71.57848,Entire home/apt,175,2,90,2023-11-17,0.70,3,94,15,RE.02338-STR
902272,Loft in BLOCK ISLAND · ★4.82 · 1 bedroom · 2 beds · 1 bath,4079479,Arnie,Washington,New Shoreham,41.171,-71.57872,Entire home/apt,324,2,96,2023-08-27,0.75,3,242,10,RE.02338-STR
926895,Farm stay in Hopkinton · ★4.98 · 2 bedrooms · 1 bed · 1 bath,3096010,Marsha,Washington,Hopkinton,41.4617,-71.75714,Entire home/apt,141,2,192,2023-10-17,1.47,1,259,27,
931449,Home in North Kingstown · ★4.96 · 2 bedrooms · 2 beds · 1 bath,5015101,Todd & Ann,Washington,North Kingstown,41.52534,-71.41835,Private room,130,1,227,2023-11-26,1.74,1,161,32,00070-STR
935163,Rental unit in Newport · ★4.96 · 1 bedroom · 1 bed · 1 bath,5045558,Steve,Newport,Newport,41.46772,-71.31648,Entire home/apt,175,2,346,2023-10-28,2.70,1,178,26,RE.02287-STR
937586,Rental unit in Providence · ★4.84 · 1 bedroom · 1 bed · 1 bath,237379,Chip,Providence,Providence,41.81244,-71.42076,Entire home/apt,102,2,367,2023-09-01,2.84,6,143,33,1504
964464,Rental unit in Warren · ★4.80 · 2 bedrooms · 2 beds · 1 bath,1833838,Mark,Bristol,Warren,41.73034,-71.28597,Entire home/apt,85,14,54,2023-08-26,0.75,2,50,4,93915
1015306,Rental unit in Narragansett · ★4.63 · 2 bedrooms · 2 beds · 1 bath,2672012,Joan,Washington,Narragansett,41.42702,-71.46857,Entire home/apt,297,2,24,2023-08-17,0.23,10,211,6,
1015915,Home in Newport · ★5.0 · 2 bedrooms · 1 bed · 2 baths,5590351,Sarah,Newport,Newport,41.49206,-71.31982,Private room,450,2,11,2022-07-24,0.14,3,117,0,2-0326-7604
1085953,Home in Tiverton · 1 bedroom · 1 bed · 1 bath,5969152,Michael,Newport,Tiverton,41.55378,-71.20985,Entire home/apt,266,6,0,,,1,342,0,
1213883,Rental unit in Providence · ★4.62 · 1 bedroom · 1 bed · 1 bath,5818227,Heatheran,Providence,Providence,41.82196,-71.39523,Entire home/apt,200,1,229,2023-12-23,1.79,3,0,20,RE.02284-STR
1214162,Rental unit in Providence · ★4.61 · 2 bedrooms · 2 beds · 1 bath,5818227,Heatheran,Providence,Providence,41.82406,-71.39171,Entire home/apt,130,1,107,2023-05-30,0.83,3,181,10,RE.02284-STR
1238944,Home in Narragansett · ★4.93 · 3 bedrooms · 5 beds · 3 baths,411564958,Doniell,Washington,Narragansett,41.38741,-71.47767,Entire home/apt,572,2,69,2023-11-19,0.59,1,167,10,RE.00755-STR
1247998,Cottage in Newport · ★4.73 · 1 bedroom · 1 bed · 1 bath,3686343,Ray,Newport,Newport,41.4979,-71.32031,Entire home/apt,57,30,41,2022-07-31,0.35,4,365,0,
1271132,Home in Jamestown · ★4.94 · 3 bedrooms · 5 beds · 2.5 baths,4603646,Bertrand,Newport,Jamestown,41.49534,-71.36787,Entire home/apt,300,4,88,2023-09-11,0.70,1,32,9,RE.01644-STR
1284822,Home in Newport · ★4.60 · 1 bedroom · 1 bed · 1 private bath,2333812,Billie,Newport,Newport,41.50081,-71.29958,Private room,143,2,126,2021-08-01,0.99,2,0,0,
1362681,Home in Newport · ★4.87 · 4 bedrooms · 4 beds · 2.5 baths,7396890,Karen,Newport,Newport,41.48567,-71.31363,Entire home/apt,355,2,353,2023-12-10,2.79,4,342,35,RE.01018-STR
1442426,Townhouse in Narragansett · ★4.35 · 3 bedrooms · 3 beds · 1 bath,2672012,Joan,Washington,Narragansett,41.42654,-71.47115,Entire home/apt,421,2,17,2023-08-21,0.17,10,211,3,
1564447,Home in Middletown · ★4.84 · 2 bedrooms · 3 beds · 1 bath,6186452,Paul & Trisha,Newport,Middletown,41.4912,-71.28203,Entire home/apt,350,3,102,2023-10-09,0.82,5,29,9,
1572370,Boutique hotel in Newport · ★4.90 · 1 bedroom · 1 bed · 1 private bath,8359325,Mark,Newport,Newport,41.4908,-71.30703,Hotel room,178,1,62,2023-11-09,0.65,11,194,5,01799
1576859,Rental unit in Providence · ★4.75 · 2 bedrooms · 2 beds · 1 bath,237379,Chip,Providence,Providence,41.81244,-71.42076,Entire home/apt,107,30,240,2023-10-23,1.91,6,89,15,
1589218,Rental unit in Middletown · ★4.84 · 3 bedrooms · 4 beds · 2 baths,6186452,Paul & Trisha,Newport,Middletown,41.49167,-71.28268,Entire home/apt,512,7,87,2023-08-26,0.69,5,109,3,
1640369,Home in Middletown · ★4.74 · 2 bedrooms · 3 beds · 1 bath,6186452,Paul & Trisha,Newport,Middletown,41.49264,-71.28349,Entire home/apt,336,3,85,2023-08-27,0.73,5,124,5,
1703975,Home in SOUTH KINGSTOWN · ★4.97 · 4 bedrooms · 5 beds · 3 baths,8995563,John,Washington,South Kingstown,41.38208,-71.57423,Entire home/apt,611,7,36,2023-07-09,0.39,1,269,1,
1875743,Home in Providence · ★4.97 · 1 bedroom · 1 bed · 1 bath,616578,Kenneth,Providence,Providence,41.84585,-71.39628,Private room,120,2,34,2016-08-22,0.28,1,177,0,
1884602,Home in Newport · ★5.0 · 4 bedrooms · 5 beds · 2 baths,2662077,Cary,Newport,Newport,41.47571,-71.31792,Entire home/apt,500,7,9,2021-09-07,0.08,1,365,0,
1949883,Townhouse in Newport · ★4.80 · 4 bedrooms · 4 beds · 2 baths,2883829,George,Newport,Newport,41.48667,-71.30709,Entire home/apt,943,3,25,2023-10-21,0.21,3,322,14,RE.02556-STR
2100627,Boutique hotel in Newport · ★4.90 · 1 bedroom · 2 beds · 1 private bath,8359325,Mark,Newport,Newport,41.49232,-71.30546,Hotel room,181,1,96,2023-06-21,0.83,11,188,1,01799
2123070,Bed and breakfast in Newport · ★4.93 · 1 bedroom · 1 bed · 2 baths,10826785,Mary,Newport,Newport,41.46849,-71.31639,Private room,198,1,57,2022-10-02,0.49,1,320,0,RE.04212-STR
2162459,Home in Newport · ★4.93 · 1 bedroom · 1 bed · 1 private bath,11033746,Carolyn,Newport,Newport,41.49103,-71.30345,Private room,375,2,88,2023-09-04,0.76,1,200,7,
2182258,Home in Little Compton · ★4.91 · 4 bedrooms · 4 beds · 3 baths,570818,Kristin,Newport,Little Compton,41.52325,-71.13994,Entire home/apt,434,3,130,2023-07-23,1.08,7,344,5,RE.01077-STR
2381080,Home in Narragansett · ★4.81 · 3 bedrooms · 3 beds · 2 baths,12164736,Marisa,Washington,Narragansett,41.38416,-71.495,Entire home/apt,400,3,63,2023-09-04,0.54,2,37,2,RE.01769-STR
2480741,Condo in Providence · ★4.81 · 2 bedrooms · 2 beds · 1 bath,10524326,Scott,Providence,Providence,41.82101,-71.42538,Entire home/apt,116,15,27,2023-12-08,0.23,3,18,1,
2502726,Home in New Shoreham · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,12811225,Maryann,Washington,New Shoreham,41.17335,-71.58599,Entire home/apt,914,7,4,2021-08-14,0.04,1,345,0,
2660199,Townhouse in Newport · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,3686343,Ray,Newport,Newport,41.49676,-71.32015,Private room,41,45,54,2023-05-31,0.46,4,365,1,
2692338,Rental unit in Newport · ★4.74 · 1 bedroom · 1 bed · 1 bath,1644425,Nicholas,Newport,Newport,41.4891,-71.30294,Entire home/apt,213,3,82,2023-12-15,0.79,8,360,2,None needed
2725948,Guest suite in Bristol · ★4.98 · 1 bedroom · 1 bed · 1 bath,8130447,Erin,Bristol,Bristol,41.70343,-71.2855,Entire home/apt,138,2,230,2023-10-29,1.97,1,179,24,RE.00478-STR
2898991,Home in Newport · ★4.78 · 4 bedrooms · 4 beds · 2 baths,2883829,George,Newport,Newport,41.48108,-71.30351,Entire home/apt,1086,2,130,2023-10-09,1.15,3,335,18,RE.02553-STR
2938508,Rental unit in Providence · ★4.85 · 2 bedrooms · 2 beds · 1 bath,15004334,Susan,Providence,Providence,41.81984,-71.42899,Entire home/apt,225,3,185,2023-11-05,1.60,5,266,15,
2986134,Home in Block Island · ★4.88 · 2 bedrooms · 4 beds · 2.5 baths,14091174,Kenneth,Washington,New Shoreham,41.15549,-71.55108,Entire home/apt,1557,1,107,2023-09-04,0.93,1,343,7,
3013355,Rental unit in Jamestown · ★4.77 · 2 bedrooms · 2 beds · 1 bath,15356832,Paul,Newport,Jamestown,41.4991,-71.37429,Entire home/apt,292,3,48,2023-08-27,0.42,1,347,7,RE-00750-STR
3121537,Home in Providence · ★4.88 · 1 bedroom · 1 bed · 1 private bath,3485758,Peter,Providence,Providence,41.83249,-71.40844,Private room,70,2,441,2023-11-25,3.77,1,146,44,RE.00611-STR
3139776,Home in Middletown · ★4.84 · 1 bedroom · 1 bed · 1 bath,6186452,Paul & Trisha,Newport,Middletown,41.49275,-71.28212,Entire home/apt,170,2,88,2023-09-04,0.76,5,2,5,
3200689,Home in Newport · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,16150975,Karine,Newport,Newport,41.49904,-71.31136,Private room,39,1,593,2023-12-19,5.15,2,337,98,RE01230STR
3256491,Home in Newport · ★4.79 · 3 bedrooms · 4 beds · 2 baths,16468856,Kenton,Newport,Newport,41.4843,-71.31498,Entire home/apt,680,2,58,2023-12-03,0.65,1,302,8,
3344758,Rental unit in Newport · ★4.98 · 2 bedrooms · 2 beds · 1 bath,16882560,Larna,Newport,Newport,41.4926,-71.3044,Entire home/apt,225,1,302,2023-12-10,2.61,1,0,38,00045
3366894,Home in Newport · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,16150975,Karine,Newport,Newport,41.49868,-71.31184,Private room,30,2,315,2023-12-19,2.72,2,334,56,RE01230STR
3378723,Home in Tiverton · ★4.96 · 1 bedroom · 1 bed · 1 private bath,5933015,Rebecca,Newport,Tiverton,41.65955,-71.2,Private room,103,1,356,2023-11-20,3.08,1,261,44,205606
3412004,Rental unit in Providence · ★4.70 · 2 bedrooms · 2 beds · 1 bath,15004334,Susan,Providence,Providence,41.82019,-71.42749,Entire home/apt,163,5,132,2023-10-14,1.16,5,179,5,
3419956,Home in Portsmouth · ★4.90 · 1 bedroom · 1 bed · 1 private bath,17240106,Kelly,Newport,Portsmouth,41.51943,-71.23669,Private room,180,2,83,2023-07-30,0.72,1,362,1,209484
3448341,Rental unit in Middletown · ★4.67 · 4 bedrooms · 4 beds · 2 baths,17378776,Lauren,Newport,Middletown,41.49147,-71.2843,Entire home/apt,363,7,18,2023-10-08,0.42,4,64,3,
3541127,Rental unit in South Kingstown · ★4.91 · 1 bedroom · 1 bed · 1 bath,17825601,Michael,Washington,South Kingstown,41.38253,-71.5478,Entire home/apt,241,3,163,2023-11-06,1.43,1,267,23,RE.00155-STR
3574463,Bed and breakfast in Newport · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,17999959,The Owner,Newport,Newport,41.49371,-71.31698,Private room,166,1,242,2023-12-29,2.12,2,0,73,134
3582450,Cabin in Chepachet · ★4.99 · 1 bedroom · 2 beds · 1 bath,2320937,Tom,Providence,Glocester,41.87174,-71.74187,Entire home/apt,170,2,341,2023-12-10,2.97,1,0,35,RE 04761 STR
3613567,Home in Providence · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,18207421,John,Providence,Providence,41.83476,-71.44659,Private room,70,2,158,2023-10-15,1.38,1,364,10,202637
3676722,Home in Middletown · ★4.94 · 4 bedrooms · 5 beds · 2 baths,18673611,Dave,Newport,Middletown,41.49128,-71.28416,Entire home/apt,400,3,163,2023-11-26,1.43,2,0,18,RE.00354-STR
3684011,Home in Cranston · ★4.90 · 1 bedroom · 1 bed · 2 baths,13609368,Eric,Providence,Cranston,41.7949,-71.45325,Private room,89,14,20,2020-02-09,0.17,2,89,0,
3697953,Cottage in Narragansett · ★4.84 · 3 bedrooms · 4 beds · 1 bath,7207665,Chris,Washington,Narragansett,41.48067,-71.43453,Entire home/apt,275,5,32,2023-08-26,0.31,1,143,6,
3752373,Home in Middletown · ★4.83 · 3 bedrooms · 4 beds · 2 baths,19204774,Tom,Newport,Middletown,41.49222,-71.27938,Entire home/apt,509,2,124,2023-10-08,1.09,1,152,15,RE01364-STR
3782527,Home in Little Compton · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,18940891,Perky,Newport,Little Compton,41.47981,-71.17712,Private room,400,7,10,2021-06-14,0.09,1,170,0,RE.01248-STR
3802977,Rental unit in Providence · ★4.67 · 2 bedrooms · 2 beds · 1 bath,10524326,Scott,Providence,Providence,41.82157,-71.4269,Entire home/apt,,6,9,2021-08-31,0.09,3,0,0,
3958574,Rental unit in Providence · ★4.80 · 1 bedroom · 1 bed · 1 bath,20515434,George,Providence,Providence,41.83015,-71.38946,Entire home/apt,180,5,55,2023-10-16,0.53,8,364,4,
3958719,Rental unit in Providence · ★4.86 · 1 bedroom · 1 bath,20515434,George,Providence,Providence,41.83009,-71.38959,Entire home/apt,240,5,29,2023-12-05,0.31,8,364,4,
3958892,Rental unit in Providence · ★4.90 · 1 bedroom · 1 bed · 1 bath,20515434,George,Providence,Providence,41.83018,-71.38959,Entire home/apt,190,5,41,2022-12-29,0.37,8,270,0,
4030210,Guesthouse in South Kingstown · ★4.91 · 1 bedroom · 3 beds · 1 bath,20894013,Christine,Washington,South Kingstown,41.3896,-71.52943,Entire home/apt,300,2,47,2023-09-17,0.92,1,262,7,RE.00851-STR
4078073,Rental unit in Providence · ★4.89 · 2 bedrooms · 2 beds · 1 bath,21142364,Joanne,Providence,Providence,41.82189,-71.425,Entire home/apt,189,3,168,2023-10-17,1.49,1,84,10,209112
4090731,Home in Barrington · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,21217348,Dave,Bristol,Barrington,41.74986,-71.35107,Entire home/apt,850,3,13,2023-05-29,0.13,1,132,1,RI 202611
4093648,Rental unit in East Greenwich · ★4.83 · Studio · 1 bed · 1 bath,21233545,Debra,Kent,East Greenwich,41.66105,-71.44744,Entire home/apt,85,2,116,2022-03-21,1.03,2,28,0,
4151661,Guest suite in Newport · ★4.97 · 1 bedroom · 3 beds · 1 private bath,1144359,Shannon,Newport,Newport,41.49302,-71.30798,Private room,250,30,65,2023-08-07,0.62,4,269,7,
4153734,Guest suite in Newport · ★4.96 · 1 bedroom · 1 bed · 1 private bath,1144359,Shannon,Newport,Newport,41.49103,-71.3087,Private room,164,3,89,2023-08-21,0.80,4,89,4,
4191209,Home in Narragansett · ★4.58 · 2 bedrooms · 5 beds · 1 bath,20418288,Susan,Washington,Narragansett,41.36223,-71.48866,Entire home/apt,350,14,26,2023-06-23,0.23,1,365,2,
4240786,Rental unit in Providence · ★4.86 · 1 bedroom · 1 bed · 1 bath,574909,Allena,Providence,Providence,41.84061,-71.40601,Entire home/apt,109,1,477,2023-12-27,4.25,1,0,70,
4256677,Loft in Providence · ★4.81 · 1 bedroom · 1 bed · 1 bath,237379,Chip,Providence,Providence,41.81447,-71.41748,Entire home/apt,114,2,531,2023-12-10,4.73,6,0,60,01425
4284861,Home in Pawtucket · ★4.78 · 1 bedroom · 1 bed · 1 private bath,22243343,Eli & Yardena,Providence,Pawtucket,41.86433,-71.39084,Private room,81,1,184,2023-11-12,1.65,2,91,27,RE.01765-STR
4302121,Condo in Newport · ★4.73 · 2 bedrooms · 2 beds · 1 bath,2883829,George,Newport,Newport,41.48465,-71.30675,Entire home/apt,500,5,45,2023-07-17,0.43,3,115,2,RE.02589-STR
4429818,Rental unit in Warren · ★4.88 · 2 bedrooms · 2 beds · 1 bath,22996421,Allison,Bristol,Warren,41.73053,-71.28069,Entire home/apt,129,5,323,2023-11-15,3.04,5,295,10,RE.01597-STR
4558349,Home in Newport · ★4.97 · 1 bedroom · 1 bed · 1 private bath,23622392,Charlie,Newport,Newport,41.49874,-71.30297,Private room,139,2,235,2023-10-16,2.20,1,111,26,
4575601,Home in Charlestown · ★4.77 · 5 bedrooms · 10 beds · 2 baths,3695688,Rhonda,Washington,Charlestown,41.34761,-71.70408,Entire home/apt,600,7,13,2023-09-02,0.13,1,286,2,RE.04665-STR
4627901,Home in Middletown · ★4.96 · 1 bedroom · 1 bed · 1 bath,23968156,John,Newport,Middletown,41.5166,-71.24729,Entire home/apt,100,31,28,2022-11-11,0.26,1,155,0,
4642459,Rental unit in South Kingstown · ★4.83 · 2 bedrooms · 3 beds · 1 bath,17974657,Erin,Washington,South Kingstown,41.44011,-71.48463,Entire home/apt,98,2,205,2023-11-26,2.48,1,0,28,
4729955,Rental unit in Providence · ★3.0 · 1 bedroom · 1 bed · 1 bath,4350953,Elizabeth,Providence,Providence,41.79203810507717,-71.42596270221914,Private room,60,1,4,2023-10-22,1.02,2,180,4,
4776747,Bed and breakfast in Newport · ★4.89 · 1 bedroom · 1 bed · 1 private bath,24634885,Lorraine,Newport,Newport,41.47669,-71.30747,Private room,210,2,144,2023-10-09,1.33,7,0,15,RE.04261-STR
4795869,Bed and breakfast in Newport · ★4.96 · 1 bedroom · 1 bed · 1 private bath,24634885,Lorraine,Newport,Newport,41.47669,-71.30747,Private room,198,2,194,2023-10-09,1.82,7,0,24,RE.04261-STR
4810126,Home in Little Compton · ★5.0 · 4 bedrooms · 5 beds · 2 baths,14542234,Alice And Christophe,Newport,Little Compton,41.50097,-71.1574,Entire home/apt,450,6,5,2021-08-15,0.06,1,363,0,
4833637,Loft in Providence · ★4.88 · Studio · 2 beds · 1 bath,16220775,Ron,Providence,Providence,41.83592,-71.42293,Entire home/apt,85,28,217,2023-11-28,2.07,1,169,8,TEMP-22-20  & State Short Term Rental RE.04780-STR
4838268,Rental unit in Providence · ★4.91 · 2 bedrooms · 2 beds · 1 bath,15004334,Susan,Providence,Providence,41.8192,-71.42815,Entire home/apt,204,4,118,2021-11-28,1.08,5,179,0,
4847092,Home in Warwick · ★4.79 · 4 bedrooms · 6 beds · 3.5 baths,24940362,Luis & Djamilia,Kent,Warwick,41.68707,-71.42317,Entire home/apt,650,2,194,2023-11-26,1.82,1,0,19,RE.01829-STR
4936185,Home in Charlestown · ★4.92 · 2 bedrooms · 4 beds · 3.5 baths,1725664,Geo,Washington,Charlestown,41.35955,-71.6323,Entire home/apt,458,2,13,2023-11-26,0.16,1,147,6,RE.03338-STR
4936262,Home in Providence · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,17955486,Lynell,Providence,Providence,41.81897,-71.42801,Private room,42,3,41,2023-12-18,0.38,5,0,23,202556
4954041,Place to stay in Newport · ★4.87 · 1 bedroom · 2 beds · 1 bath,8128605,Kathy,Newport,Newport,41.47151,-71.32356,Entire home/apt,256,7,79,2022-09-05,0.75,1,61,0,
4987575,Home in Newport · ★4.82 · 1 bedroom · 1 bed · 1 private bath,2333812,Billie,Newport,Newport,41.50029,-71.29916,Private room,160,2,137,2023-10-09,1.30,2,131,12,
5027571,Rental unit in Narragansett · ★4.83 · 1 bedroom · 2 beds · 1 bath,25947746,Paula,Washington,Narragansett,41.42399,-71.4588,Entire home/apt,300,7,163,2021-07-10,1.57,1,83,0,RE.04089-STR
5100815,Home in Jamestown · ★4.99 · 4 bedrooms · 6 beds · 2 baths,1420000,John,Newport,Jamestown,41.49707,-71.3762,Entire home/apt,515,4,68,2023-10-17,0.66,1,344,10,RE.02631-STR
5103359,Condo in Newport · ★4.73 · 2 bedrooms · 4 beds · 2 baths,24584688,Christine,Newport,Newport,41.48902,-71.32179,Entire home/apt,485,3,22,2023-09-04,0.22,7,6,2,202933
5149699,Home in Narragansett · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,26623133,James,Washington,Narragansett,41.38725,-71.48586,Entire home/apt,278,3,97,2023-09-04,0.92,1,66,10,RR-418
5241383,Rental unit in Newport · ★4.92 · 2 bedrooms · 2 beds · 1 bath,27100747,Francine,Newport,Newport,41.48612,-71.31122,Entire home/apt,110,31,24,2023-07-05,0.24,1,323,1,26-3051428
5262283,Home in South Kingstown · ★4.75 · 1 bedroom · 1 bed · 1 private bath,1463192,Catherine,Washington,South Kingstown,41.3808,-71.54739,Private room,150,1,121,2023-10-28,1.15,1,0,17,RE.00602-STR
5328790,Home in Middletown · ★4.83 · 7 bedrooms · 12 beds · 4 baths,27612979,Chris,Newport,Middletown,41.49007,-71.28088,Entire home/apt,875,1,115,2023-10-16,1.09,4,305,13,RE:00752-STR
5346009,Home in Portsmouth · ★4.82 · 6 bedrooms · 12 beds · 4 baths,27612979,Chris,Newport,Portsmouth,41.5244,-71.2322,Entire home/apt,964,1,182,2023-10-11,1.79,4,313,15,RE:00740-STR
